area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,0,Other,3,Other,1600,3,3.0,95.0
Super built-up  Area,9,Other,2,Other,1480,2,1.0,80.0
Built-up  Area,0,Other,5,Other,2500,7,0.0,125.0
Built-up  Area,0,Other,1,Other,480,1,1.0,25.0
Super built-up  Area,0,Akshaya Nagar,3,Other,1435,3,3.0,53.0
Built-up  Area,0,Other,1,Other,450,1,2.0,60.0
Super built-up  Area,0,Other,1,Other,600,2,0.0,23.0
Super built-up  Area,0,Other,3,Other,1590,2,3.0,85.0
Plot  Area,0,Other,3,Other,1730,2,2.0,28.545
Built-up  Area,0,Other,2,Other,936,2,0.0,40.2
Super built-up  Area,0,Banashankari,2,Other,1181,2,1.0,75.0
Super built-up  Area,4,Kengeri,3,Other,1741,3,2.0,80.0
Super built-up  Area,12,JP Nagar,3,Other,1750,3,1.0,123.0
Super built-up  Area,0,Other,2,Other,1050,2,2.0,42.7
Super built-up  Area,12,Other,2,Other,1027,2,1.0,60.0
Built-up  Area,0,Other,2,Other,596,2,1.0,22.0
Built-up  Area,0,Other,4,Other,3463,6,0.0,310.0
Built-up  Area,0,Other,3,Other,1600,3,2.0,70.0
Super built-up  Area,3,Hebbal,4,Raard B,2790,5,3.0,198.0
Super built-up  Area,0,Other,2,Other,1000,2,1.0,60.0
Super built-up  Area,4,Varthur,2,Other,1120,2,2.0,44.24
Plot  Area,0,Other,2,Other,1200,2,0.0,85.0
Super built-up  Area,6,Other,2,Other,1200,2,2.0,35.0
Super built-up  Area,0,Other,3,Other,1570,3,2.0,110.0
Super built-up  Area,0,Koramangala,3,Other,1500,3,1.0,135.0
Built-up  Area,0,Other,2,Other,1315,2,2.0,140.0
Super built-up  Area,4,Electronic City Phase II,2,Sryalan,1140,2,1.0,33.84
Super built-up  Area,0,Banashankari,2,Other,1105,2,2.0,90.0
Built-up  Area,12,Electronic City,2,Other,1200,2,1.0,34.65
Super built-up  Area,12,Whitefield,1,Prtates,905,1,1.0,62.0
Plot  Area,0,HSR Layout,4,Other,2400,4,0.0,350.0
Super built-up  Area,0,Other,2,Other,1185,2,1.0,50.0
Super built-up  Area,0,Koramangala,2,Other,1083,2,1.0,100.0
Super built-up  Area,0,Other,3,Other,1458,3,2.0,60.0
Super built-up  Area,0,Hormavu,3,Other,1555,3,2.0,75.0
Built-up  Area,0,Other,2,Other,1200,2,2.0,45.0
Super built-up  Area,0,Sarjapur  Road,2,Other,1308,2,1.0,58.86
Super built-up  Area,0,Other,2,Other,1024,2,2.0,44.0
Super built-up  Area,0,Other,2,Other,1194,2,2.0,47.0
Super built-up  Area,0,Other,3,Other,1450,3,1.0,75.0
Super built-up  Area,0,Other,3,Other,1639,3,3.0,120.0
Super built-up  Area,6,Whitefield,3,Other,1870,3,2.0,138.0
Super built-up  Area,10,Hennur Road,2,Puachal,1232,2,1.0,87.0
Super built-up  Area,0,Kasavanhalli,3,Other,1719,3,1.0,184.0
Super built-up  Area,5,Chandapura,2,SunceEs,975,2,1.0,24.86
Super built-up  Area,0,Other,3,Other,2000,4,2.0,130.0
Super built-up  Area,0,Jakkur,2,Other,1230,2,1.0,79.0
Plot  Area,0,Other,4,Other,1350,4,2.0,140.0
Super built-up  Area,0,KR Puram,2,Other,1076,2,2.0,67.0
Built-up  Area,0,Other,7,Other,2400,7,1.0,125.0
Super built-up  Area,0,Other,3,Other,995,2,2.0,34.82
Super built-up  Area,0,Other,3,Other,2120,3,2.0,177.0
Plot  Area,0,Other,6,Other,2400,7,2.0,460.0
Plot  Area,0,Other,6,Other,850,6,2.0,78.0
Super built-up  Area,0,Electronic City,2,Other,1096,2,2.0,40.55
Super built-up  Area,0,Other,2,Other,1108,2,1.0,41.51
Built-up  Area,0,Other,1,Other,505,1,0.0,85.0
Super built-up  Area,0,Sarjapur  Road,2,Adeatlm,1320,2,2.0,115.0
Super built-up  Area,3,8th Phase JP Nagar,3,Other,1432,3,0.0,72.02
Super built-up  Area,2,Whitefield,2,Other,1320,2,1.0,99.26
Super built-up  Area,0,Whitefield,3,Other,2901,4,2.0,190.0
Built-up  Area,0,Other,3,Other,1315,2,2.0,65.0
Super built-up  Area,0,Other,2,Other,1000,2,1.0,44.0
Super built-up  Area,0,Other,3,Other,1596,3,3.0,79.8
Super built-up  Area,0,Bannerghatta Road,3,Other,1750,3,2.0,130.0
Plot  Area,0,Whitefield,4,Other,2403,4,2.0,270.0
Super built-up  Area,12,Old Madras Road,3,Other,1350,3,2.0,47.25
Super built-up  Area,0,Old Madras Road,4,Other,4062,2,2.0,341.0
Super built-up  Area,7,Other,2,Other,1175,2,2.0,79.0
Super built-up  Area,0,Other,2,Other,921,2,1.0,29.47
Built-up  Area,0,Malleshwaram,4,Other,4000,4,2.0,1100.0
Super built-up  Area,0,Other,3,Other,1713,3,3.0,125.0
Built-up  Area,0,Other,2,Other,1200,2,0.0,43.0
Built-up  Area,0,8th Phase JP Nagar,3,Other,1900,4,1.0,90.0
Super built-up  Area,0,Other,3,Other,1664,3,2.0,68.0
Super built-up  Area,12,Other,3,Other,1795,3,2.0,139.0
Built-up  Area,0,Other,1,Other,600,1,1.0,19.5
Built-up  Area,0,Hoodi,2,Other,1240,2,3.0,65.0
Super built-up  Area,0,Other,3,Other,1965,4,2.0,132.0
Plot  Area,0,Other,3,Other,600,4,0.0,99.0
Plot  Area,0,Sarjapur,4,Other,4111,4,1.0,370.0
Super built-up  Area,12,Electronics City Phase 1,2,Other,1200,2,2.0,59.76
Super built-up  Area,0,Other,2,Other,1112,2,3.0,68.0
Built-up  Area,0,Raja Rajeshwari Nagar,3,Other,3000,3,2.0,60.0
Super built-up  Area,0,Other,2,Other,1136,2,3.0,64.5
Super built-up  Area,0,Jigani,2,Other,914,2,2.0,55.0
Super built-up  Area,0,Other,3,Other,1270,2,1.0,50.79
Super built-up  Area,0,Rachenahalli,2,Other,1050,2,2.0,47.25
Super built-up  Area,0,Marathahalli,3,Other,1385,2,2.0,68.5
Super built-up  Area,0,Other,2,Other,990,2,3.0,35.0
Built-up  Area,0,Yelahanka,2,Other,845,2,2.0,43.0
Super built-up  Area,9,Whitefield,2,Other,1485,2,1.0,96.51
Super built-up  Area,0,Other,3,Other,1460,2,3.0,43.79
Super built-up  Area,0,Thanisandra,2,Other,1450,2,1.0,57.0
Built-up  Area,0,HSR Layout,3,Other,1360,2,1.0,53.0
Built-up  Area,0,Other,2,Other,1375,2,3.0,58.0
Super built-up  Area,0,Uttarahalli,2,Aklia R,1125,2,1.0,48.0
Super built-up  Area,0,Banashankari,1,Other,720,1,1.0,60.0
Super built-up  Area,0,7th Phase JP Nagar,3,Other,1460,2,2.0,100.0
Built-up  Area,0,Other,2,Other,1107,2,2.0,40.0
Built-up  Area,0,Other,2,Other,1158,2,3.0,75.0
Super built-up  Area,0,Other,2,Other,800,1,1.0,30.0
Plot  Area,0,Other,9,Other,600,9,2.0,90.0
Super built-up  Area,0,Other,3,Other,1760,3,2.0,128.0
Plot  Area,0,Other,4,Other,3200,4,2.0,200.0
Plot  Area,12,Other,2,Other,600,3,2.0,145.0
Built-up  Area,0,TC Palaya,3,Other,1350,3,1.0,60.0
Plot  Area,0,Other,6,Other,600,6,3.0,100.0
Built-up  Area,12,Other,2,Other,1125,2,1.0,32.49
Super built-up  Area,0,Other,3,Other,1706,3,3.0,154.0
Super built-up  Area,0,Other,3,Other,1600,3,2.0,112.0
Super built-up  Area,0,Other,2,Other,1200,2,0.0,90.0
Super built-up  Area,0,Whitefield,3,Other,1755,3,3.0,101.0
Super built-up  Area,0,Hulimavu,2,Other,1200,2,1.0,50.0
Super built-up  Area,0,Other,2,Other,1200,2,2.0,67.0
Super built-up  Area,0,Other,2,Other,1267,2,0.0,69.0
Super built-up  Area,0,Other,3,Other,1800,3,2.0,90.0
Plot  Area,0,Other,3,Other,1200,4,1.0,275.0
Super built-up  Area,12,Other,3,Other,1300,3,2.0,64.0
Plot  Area,0,Other,3,Other,800,3,3.0,60.0
Plot  Area,0,Whitefield,4,Other,4800,5,2.0,550.0
Super built-up  Area,5,Mysore Road,2,Other,1030,2,0.0,50.855
Super built-up  Area,0,Raja Rajeshwari Nagar,2,GrrvaGr,1128,2,2.0,40.0
Plot  Area,0,Other,2,Other,2000,2,1.0,160.0
Super built-up  Area,3,Panathur,2,Other,1210,2,1.0,80.0
Super built-up  Area,7,Other,4,Other,2710,6,2.0,142.0
Super built-up  Area,0,Raja Rajeshwari Nagar,2,GrrvaGr,1151,2,2.0,39.0
Super built-up  Area,0,Other,3,Other,1464,3,2.0,56.0
Super built-up  Area,0,Electronic City,2,Other,1017,2,2.0,27.0
Built-up  Area,0,Sarjapur  Road,2,Other,920,2,1.0,40.0
Plot  Area,0,Other,4,Other,1200,3,1.0,180.0
Plot  Area,0,Other,5,Other,1000,5,2.0,140.0
Super built-up  Area,0,Other,3,Other,1750,3,3.0,86.5
Built-up  Area,0,Other,2,Other,1163,2,1.0,65.0
Super built-up  Area,0,7th Phase JP Nagar,3,Other,1650,3,3.0,110.0
Super built-up  Area,0,Other,3,Other,1800,3,3.0,95.0
Super built-up  Area,0,Other,2,Other,1100,2,1.0,58.0
Built-up  Area,0,Other,2,Other,1200,2,2.0,60.0
Super built-up  Area,0,Other,3,Other,1410,3,2.0,65.0
Super built-up  Area,6,Begur Road,3,Other,1933,3,2.0,98.0
Super built-up  Area,0,Begur Road,2,Dhalsh ,1200,2,2.0,45.6
Super built-up  Area,0,Whitefield,3,Other,1608,2,3.0,63.0
Plot  Area,0,Other,4,Other,2679,5,2.0,280.0
Super built-up  Area,0,Other,2,Other,1156,2,2.0,46.9
Plot  Area,3,Other,2,Other,1230,2,0.0,75.0
Super built-up  Area,0,Kasavanhalli,1,Other,770,1,1.0,43.82
Super built-up  Area,0,Other,3,Other,1777,3,2.0,105.0
Super built-up  Area,0,Kanakpura Road,2,PuandHi,1339,2,2.0,85.0
Built-up  Area,3,Sarjapur  Road,3,Other,3044,3,2.0,183.0
Built-up  Area,0,Other,2,Other,1080,2,2.0,44.8
Carpet  Area,0,Other,8,Other,3150,5,2.0,145.0
Plot  Area,0,Other,2,Other,2400,2,2.0,135.0
Built-up  Area,0,Hulimavu,3,Other,1450,3,3.0,72.0
Super built-up  Area,3,Kothanur,2,Other,1075,2,2.0,53.0
Super built-up  Area,0,Sarjapur  Road,3,Other,1163,2,2.0,62.0
Built-up  Area,0,TC Palaya,2,Other,1200,2,0.0,65.0
Plot  Area,0,Other,8,Other,1200,8,1.0,135.0
Plot  Area,0,Marathahalli,4,Other,3090,4,2.0,325.0
Built-up  Area,0,Hebbal,2,Other,1299,2,1.0,100.0
Built-up  Area,12,Electronic City,2,Other,1130,2,1.0,32.63
Super built-up  Area,0,Other,2,Other,1170,2,2.0,75.0
Super built-up  Area,3,JP Nagar,3,Other,2195,2,2.0,152.0
Super built-up  Area,0,Yelahanka,4,Other,2600,4,3.0,175.0
Super built-up  Area,0,KR Puram,2,Other,1140,2,1.0,43.32
Super built-up  Area,0,Kanakpura Road,3,Other,1900,3,3.0,125.0
Built-up  Area,7,Other,2,Other,1090,2,1.0,31.48
Super built-up  Area,0,Electronic City,2,Other,1110,2,1.0,39.95
Super built-up  Area,1,Other,1,Other,705,1,1.0,57.0
Super built-up  Area,0,Other,2,Other,1089,2,1.0,60.0
Plot  Area,0,Other,2,Other,880,2,1.0,48.0
Built-up  Area,0,Other,2,Other,1080,2,2.0,32.0
Super built-up  Area,2,Thanisandra,2,Bhmesy ,1093,2,1.0,68.1
Super built-up  Area,10,Other,3,Other,1480,3,1.0,75.48
Super built-up  Area,0,Other,3,Other,1703,3,2.0,125.0
Super built-up  Area,0,Hebbal,2,Other,1200,2,1.0,60.0
Super built-up  Area,0,Marathahalli,3,Other,1690,3,2.0,116.0
Super built-up  Area,0,Yelahanka,2,Other,1305,2,1.0,78.0
Super built-up  Area,9,Other,3,Other,1257,2,2.0,40.22
Super built-up  Area,0,Other,2,Other,1150,2,2.0,45.0
Super built-up  Area,0,Other,2,Other,1194,2,0.0,55.0
Built-up  Area,0,Other,3,Other,2000,3,1.0,90.0
Plot  Area,0,Other,3,Other,1500,4,1.0,99.0
Built-up  Area,0,Other,2,Other,1025,2,0.0,42.5
Built-up  Area,0,Other,2,Other,980,2,1.0,38.19
Plot  Area,0,Other,3,Other,1200,2,1.0,100.0
Super built-up  Area,0,Whitefield,3,Other,2225,3,1.0,149.0
Super built-up  Area,0,Other,2,Other,1022,2,2.0,57.0
Plot  Area,0,Other,4,Other,882,3,0.0,72.0
Built-up  Area,0,Other,2,Other,1153,2,2.0,45.0
Super built-up  Area,0,Other,2,Other,1175,2,2.0,60.0
Built-up  Area,0,Other,3,Other,1560,3,3.0,68.0
Built-up  Area,0,Other,1,Other,650,1,1.0,17.0
Plot  Area,0,Other,3,Other,600,3,2.0,65.0
Super built-up  Area,0,Other,2,Other,1350,3,2.0,55.0
Plot  Area,0,Other,2,Other,1200,2,1.0,76.0
Super built-up  Area,0,Other,2,Other,1200,1,1.0,54.0
Super built-up  Area,0,Chandapura,2,Other,800,2,1.0,25.0
Super built-up  Area,12,Electronic City,4,Other,2093,4,1.0,104.0
Super built-up  Area,10,Uttarahalli,3,Other,1320,2,2.0,55.44
Super built-up  Area,0,Bannerghatta Road,2,SNity S,1275,2,1.0,73.0
Super built-up  Area,0,Begur Road,2,Dhalsh ,1215,2,2.0,43.13
Super built-up  Area,0,Other,2,Other,1130,2,1.0,45.2
Super built-up  Area,0,Begur Road,3,Other,1444,2,2.0,71.5
Super built-up  Area,0,Other,2,Other,950,2,2.0,38.0
Super built-up  Area,0,Other,2,Other,1000,1,2.0,90.0
Super built-up  Area,0,Other,3,Other,1240,2,2.0,59.52
Plot  Area,0,Other,4,Other,600,4,2.0,125.0
Super built-up  Area,0,Hennur,2,Other,1231,2,2.0,50.0
Super built-up  Area,0,Other,2,Other,1300,2,1.0,120.0
Super built-up  Area,8,Yeshwanthpur,3,Other,1713,3,2.0,110.0
Super built-up  Area,0,Other,2,Other,1200,2,1.0,53.33
Built-up  Area,0,Sarjapur  Road,3,Other,3004,4,2.0,158.0
Built-up  Area,0,Other,3,Other,1310,2,0.0,46.0
Super built-up  Area,0,Jalahalli,2,Other,790,2,1.0,49.5
Super built-up  Area,0,Koramangala,3,Other,1744,3,1.0,200.0
Super built-up  Area,0,Other,3,Other,1605,3,2.0,100.0
Super built-up  Area,0,Whitefield,2,Other,1250,2,2.0,82.0
Super built-up  Area,0,Malleshwaram,3,Other,2476,3,3.0,337.0
Built-up  Area,0,Other,3,Other,1260,2,2.0,76.0
Super built-up  Area,8,Rajaji Nagar,3,Other,1615,3,1.0,175.0
Super built-up  Area,0,Yelahanka,2,Other,1180,2,1.0,56.0
Super built-up  Area,0,Uttarahalli,3,Other,1255,2,2.0,50.19
Super built-up  Area,0,Electronic City,2,GMown E,1025,2,1.0,53.9
Super built-up  Area,0,Sarjapur  Road,3,Other,1877,4,2.0,150.0
Built-up  Area,0,Other,3,RothaVa,1649,3,2.0,150.0
Plot  Area,0,Other,9,Other,2600,10+,2.0,675.0
Built-up  Area,0,Hennur,5,Other,2500,5,2.0,125.0
Built-up  Area,0,Other,3,Other,1542,3,2.0,98.0
Super built-up  Area,0,Thigalarapalya,2,Prtanha,1418,2,2.0,105.0
Built-up  Area,0,Other,2,Other,1012,2,0.0,42.0
Plot  Area,0,Chandapura,2,Other,1200,2,1.0,65.0
Super built-up  Area,0,Sarjapur  Road,2,Other,1115,2,2.0,43.0
Super built-up  Area,0,Other,3,Other,1680,4,3.0,95.0
Super built-up  Area,0,Old Madras Road,2,Other,1171,2,2.0,72.0
Super built-up  Area,0,Other,2,Other,1027,2,1.0,68.62
Super built-up  Area,0,Other,3,Other,1700,3,3.0,75.0
Super built-up  Area,0,Other,2,Other,1090,2,2.0,38.15
Super built-up  Area,1,Hennur Road,2,Puachal,1232,2,1.0,74.0
Super built-up  Area,0,Other,2,Other,766,2,2.0,28.0
Plot  Area,0,Other,5,Other,1200,5,0.0,180.0
Super built-up  Area,12,Kanakpura Road,1,PrarePa,525,1,1.0,27.0
Built-up  Area,0,JP Nagar,3,Other,1452,2,1.0,41.0
Super built-up  Area,0,Other,3,Other,1254,2,1.0,65.0
Built-up  Area,0,Other,5,Other,3600,5,0.0,110.0
Super built-up  Area,7,Kanakpura Road,3,Other,1593,3,1.0,118.0
Super built-up  Area,0,Other,2,Other,1333,2,2.0,77.27
Built-up  Area,0,Other,3,Other,1100,3,1.0,110.0
Super built-up  Area,0,Raja Rajeshwari Nagar,3,Other,1375,2,1.0,54.99
Super built-up  Area,0,Other,3,Other,1650,3,3.0,82.0
Super built-up  Area,0,Thanisandra,3,MenueNo,1430,2,2.0,51.48
Built-up  Area,0,Electronic City,2,Other,940,2,1.0,54.0
Super built-up  Area,0,Electronic City,1,GMown E,435,1,1.0,21.0
Super built-up  Area,0,Begur Road,2,Dhalsh ,1160,2,2.0,36.54
Super built-up  Area,3,Electronic City,3,GMown E,1500,2,1.0,77.5
Super built-up  Area,0,Koramangala,3,Other,1890,2,1.0,100.0
Built-up  Area,0,Other,2,Other,1050,2,1.0,70.0
Plot  Area,0,Other,6,Other,1200,6,3.0,220.0
Super built-up  Area,0,Haralur Road,2,Other,1027,2,2.0,43.0
Super built-up  Area,12,Whitefield,3,Other,1495,2,2.0,61.28
Plot  Area,0,Other,3,Other,3000,4,2.0,235.0
Super built-up  Area,0,Other,3,Other,1459,2,1.0,95.0
Super built-up  Area,3,Yelahanka,3,Other,1711,3,3.0,85.61
Super built-up  Area,6,Hoodi,2,GoAirej,1250,2,2.0,98.0
Super built-up  Area,9,Chandapura,1,SunceEs,645,1,1.0,16.45
Plot  Area,0,Other,2,Other,875,2,1.0,57.0
Built-up  Area,2,Ramamurthy Nagar,2,Other,1334,2,1.0,67.0
Built-up  Area,12,Other,2,Other,1140,2,1.0,32.92
Super built-up  Area,0,Sarjapur  Road,2,Other,1115,2,2.0,50.0
Plot  Area,0,Other,3,Other,1200,5,2.0,200.0
Super built-up  Area,8,Rajaji Nagar,3,Other,1776,3,1.0,190.0
Super built-up  Area,0,Thigalarapalya,3,Prtanha,2072,4,2.0,160.0
Plot  Area,0,Other,3,Other,1600,3,2.0,170.0
Plot  Area,0,Other,6,Other,1200,4,2.0,115.0
Super built-up  Area,0,Other,2,Other,920,2,3.0,39.0
Super built-up  Area,2,Chandapura,2,Other,778,2,0.0,25.29
Plot  Area,0,Other,4,Other,1310,3,3.0,95.0
Super built-up  Area,0,Electronic City,3,Other,1631,3,2.0,80.0
Super built-up  Area,12,Kanakpura Road,1,PrarePa,525,1,1.0,27.5
Built-up  Area,0,Jalahalli,3,Other,1395,3,3.0,82.0
Super built-up  Area,0,Other,3,Other,2000,3,2.0,105.0
Super built-up  Area,7,Hennur Road,2,Puachal,1232,2,1.0,66.0
Super built-up  Area,0,Other,2,Other,1075,2,1.0,55.0
Super built-up  Area,0,Other,2,Other,1205,2,2.0,70.0
Plot  Area,0,Other,4,Other,1200,4,2.0,165.0
Super built-up  Area,0,Other,4,Other,2340,5,1.0,129.0
Super built-up  Area,0,Other,3,Other,1179,2,1.0,55.0
Super built-up  Area,0,Other,2,Other,1013,2,1.0,51.0
Super built-up  Area,0,Uttarahalli,2,Other,1160,2,2.0,40.6
Plot  Area,0,Other,8,Other,1500,6,2.0,290.0
Super built-up  Area,0,7th Phase JP Nagar,2,Other,1200,2,2.0,62.5
Plot  Area,0,Other,7,Other,1200,5,0.0,80.0
Super built-up  Area,0,Uttarahalli,3,Other,1255,2,3.0,50.19
Built-up  Area,0,Other,3,Other,1100,2,1.0,145.0
Built-up  Area,0,Other,2,Other,1069,2,1.0,55.0
Plot  Area,0,Other,3,Other,1200,3,2.0,99.0
Super built-up  Area,0,Other,1,Other,1400,1,1.0,285.0
Super built-up  Area,0,Marathahalli,2,Other,1065,2,2.0,55.0
Built-up  Area,0,Other,2,Other,1395,2,0.0,75.0
Built-up  Area,0,Other,3,Other,1725,2,1.0,165.0
Built-up  Area,0,Other,2,Other,1007,2,2.0,43.0
Built-up  Area,0,Kengeri,3,Other,1436,2,2.0,55.0
Super built-up  Area,0,Other,6,Other,4250,6,3.0,150.0
Super built-up  Area,6,Hebbal,3,Raard B,1645,3,2.0,117.0
Plot  Area,0,Kengeri,2,Other,1200,2,0.0,58.0
Super built-up  Area,4,Mysore Road,2,Other,940,2,1.0,43.61
Built-up  Area,0,KR Puram,6,Other,4300,6,2.0,175.0
Super built-up  Area,12,Hebbal,3,Other,2850,5,3.0,343.0
Built-up  Area,0,Other,3,Other,1740,3,2.0,191.0
Super built-up  Area,5,Haralur Road,2,Other,1194,2,2.0,47.0
Super built-up  Area,0,Other,3,Other,3761,3,2.0,650.0
Super built-up  Area,0,Other,3,Other,1829,3,2.0,125.0
Plot  Area,0,Whitefield,4,Other,1800,4,3.0,178.0
Super built-up  Area,0,Other,2,Other,1000,2,1.0,60.0
Plot  Area,0,Other,5,Other,800,4,2.0,98.0
Super built-up  Area,0,Other,2,Other,675,1,1.0,15.0
Super built-up  Area,0,Hebbal,2,Other,1390,2,2.0,95.0
Super built-up  Area,0,Other,3,RothaVa,1500,3,2.0,104.0
Super built-up  Area,6,Other,3,Other,2047,3,2.0,136.0
Super built-up  Area,0,Jakkur,2,Other,1202,2,1.0,79.0
Super built-up  Area,0,Other,2,Other,1012,2,1.0,59.0
Super built-up  Area,0,Other,3,Other,2132,3,3.0,80.0
Plot  Area,0,Raja Rajeshwari Nagar,4,Other,1350,4,3.0,340.0
Super built-up  Area,0,Whitefield,1,Other,605,1,1.0,40.0
Super built-up  Area,0,Harlur,2,Prncyrn,1331,2,1.0,88.0
Plot  Area,5,Other,2,Other,1200,2,0.0,69.0
Built-up  Area,0,Other,2,Other,1150,2,0.0,250.0
Plot  Area,0,Other,2,Other,1200,2,1.0,136.0
Built-up  Area,0,Other,2,Other,1800,2,0.0,300.0
Plot  Area,0,Other,3,Other,600,2,1.0,50.0
Super built-up  Area,0,Other,3,Other,1280,2,2.0,49.0
Super built-up  Area,0,Other,2,Soresea,1007,2,1.0,62.0
Super built-up  Area,5,Thanisandra,3,Other,1370,2,1.0,61.0
Super built-up  Area,0,Other,2,Other,925,2,2.0,35.0
Super built-up  Area,0,TC Palaya,2,Other,1500,2,0.0,75.0
Built-up  Area,0,Other,1,Other,450,1,1.0,12.5
Built-up  Area,0,Other,4,Other,1200,4,1.0,140.0
Super built-up  Area,3,Hennur Road,2,Puachal,1341,2,1.0,95.0
Super built-up  Area,0,Other,3,Other,1350,2,2.0,47.25
Super built-up  Area,0,Other,2,Other,992,2,1.0,60.0
Super built-up  Area,0,Uttarahalli,2,Other,1163,2,2.0,68.0
Super built-up  Area,0,Sarjapur  Road,2,Other,1229,2,2.0,70.0
Plot  Area,0,Other,2,Other,600,2,2.0,39.0
Super built-up  Area,0,Electronic City Phase II,2,Other,1219,2,1.0,61.26
Super built-up  Area,0,Raja Rajeshwari Nagar,3,Other,1525,2,2.0,99.13
Super built-up  Area,6,Kasavanhalli,2,Other,1147,2,1.0,60.0
Super built-up  Area,0,Akshaya Nagar,3,Other,1412,2,3.0,88.0
Plot  Area,0,Other,9,Other,1200,9,3.0,215.0
Super built-up  Area,6,Sarjapur  Road,2,Other,1044,2,1.0,34.77
Super built-up  Area,0,Nagarbhavi,2,Other,1190,2,2.0,63.0
Super built-up  Area,0,Other,3,Other,1240,2,2.0,65.0
Super built-up  Area,0,Jigani,3,Other,1352,3,1.0,65.0
Built-up  Area,0,Other,2,Other,1100,2,2.0,55.0
Super built-up  Area,0,Uttarahalli,3,Other,1330,2,2.0,39.9
Super built-up  Area,11,Other,3,Other,1700,3,2.0,111.0
Super built-up  Area,4,Electronic City,2,Prarkun,1355,2,1.0,67.0
Super built-up  Area,11,Ramamurthy Nagar,2,Other,1200,2,1.0,46.0
Built-up  Area,0,Sarjapur  Road,2,Other,1342,2,2.0,70.0
Super built-up  Area,0,Begur Road,3,Dhalsh ,1615,3,2.0,50.87
Super built-up  Area,0,Other,2,Other,1340,2,1.0,65.0
Super built-up  Area,0,Other,2,Other,1200,2,1.0,54.0
Super built-up  Area,0,Other,2,Other,1080,2,1.0,52.0
Super built-up  Area,0,Other,2,Other,1600,2,1.0,31.0
Super built-up  Area,0,Electronic City,2,Other,1200,2,0.0,34.0
Plot  Area,4,Hennur Road,3,Other,2700,3,2.0,150.0
Built-up  Area,0,Other,3,Other,1780,3,0.0,110.0
Built-up  Area,0,Other,3,Other,1605,3,2.0,65.0
Plot  Area,0,Other,3,Other,646,2,1.0,65.0
Super built-up  Area,0,Other,2,Other,1200,2,2.0,80.0
Plot  Area,0,Other,2,Other,900,2,0.0,49.0
Built-up  Area,12,Sarjapur,3,Other,1830,3,1.0,88.0
Plot  Area,0,Other,5,Other,690,4,1.0,83.0
Built-up  Area,0,Other,1,Other,650,1,3.0,500.0
Plot  Area,0,Other,5,Other,1800,4,1.0,68.0
Built-up  Area,0,Chandapura,3,Other,715,2,0.0,32.0
Super built-up  Area,9,Chandapura,3,SunceEs,1230,2,2.0,31.37
Super built-up  Area,0,Uttarahalli,2,Other,1065,2,1.0,42.59
Plot  Area,0,Other,8,Other,1350,8,2.0,185.0
Plot  Area,0,Other,3,Other,1080,3,2.0,149.0
Built-up  Area,0,Other,3,Other,900,2,0.0,65.0
Super built-up  Area,0,Other,2,Other,946,2,2.0,45.0
Super built-up  Area,0,Other,1,Other,1500,1,0.0,60.0
Super built-up  Area,5,Sarjapur  Road,3,Other,1711,3,1.0,110.0
Plot  Area,0,Other,4,Other,1200,3,2.0,160.0
Super built-up  Area,8,Chandapura,2,Other,950,2,1.0,25.65
Super built-up  Area,0,Other,3,Other,1656,3,2.0,80.0
Super built-up  Area,0,Uttarahalli,2,Other,1075,2,1.0,46.76
Super built-up  Area,0,Harlur,3,Other,1752,3,2.0,133.0
Super built-up  Area,0,Other,3,Other,1540,3,3.0,85.0
Plot  Area,0,Other,4,Other,600,4,3.0,125.0
Super built-up  Area,0,Other,1,Other,665,1,2.0,32.0
Super built-up  Area,0,Other,3,Other,1665,3,2.0,110.0
Super built-up  Area,3,Electronics City Phase 1,2,Other,1145,2,1.0,54.0
Super built-up  Area,8,Whitefield,2,Other,1185,2,2.0,41.0
Plot  Area,0,Other,3,Other,1200,3,1.0,190.0
Built-up  Area,0,Marathahalli,3,Other,1693,3,2.0,125.0
Super built-up  Area,0,Other,3,Other,2456,3,3.0,220.0
Super built-up  Area,0,Rajaji Nagar,3,PhestOn,2559,3,2.0,403.0
Super built-up  Area,0,Uttarahalli,2,Other,1155,2,1.0,40.6
Super built-up  Area,10,Other,3,Other,1610,2,2.0,64.4
Plot  Area,11,Whitefield,3,Other,1200,3,2.0,56.58
Plot  Area,0,Other,2,Other,1530,2,1.0,185.0
Built-up  Area,0,Other,3,Other,1709,3,1.0,80.0
Plot  Area,0,Other,4,Other,600,4,0.0,60.0
Plot  Area,0,Other,8,Other,2700,8,2.0,290.0
Plot  Area,0,Other,1,Other,840,1,1.0,150.0
Super built-up  Area,0,Other,3,Other,1400,2,1.0,50.0
Super built-up  Area,0,KR Puram,2,Other,1200,2,1.0,42.0
Super built-up  Area,0,Other,3,Other,1439,3,1.0,57.23
